subject,from,date,body
Indoor sports Notice,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 23 Aug 2019 11:35:57 +0530","*BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE, PILANI (RAJ.)*

*STUDENT WELFARE DIVISION*

*                                                       INDOOR
SPORTS                                                                   *

  *Dated: 23.08.2019*

*NOTICE*



Staff and students are hereby informed to please note the changed timings
of all the Indoor sports facilities in SAC except Health club  w.e.f  23-8-=
2019
till 18-09-2019 for BOSM=E2=80=9919 Coaching camp.

*Morning:*



06 am - 7.00 am

Teams

07am -08.30 am

Students & Staff

*Evening:*



04.30 pm -05.30 pm

Students

05.30 pm -7.30 pm

Teams

07.30 pm =E2=80=93 10.00 pm

Students & Staff





In-Charge Indoor Sports

Dr. AJAY SINGH SHEKHAWAT

Senior Coach( SWD)
"
Matrix Book Introduction,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Thu, 22 Aug 2019 16:26:51 +0530"," *MATRIX*
PRESENTS
*Aaghaaz*
*Stories don't end, they just turn into new beginnings.*
*-Lindsay Eagar*

*We invite you to the first Book Intro of the semester, Aaghaaz.*

*Venue: 6164*
*5:15 PM, Friday*
*August 23, 2019*

Introductions:

*Identity and Violence: The Illusion of Destiny.*
*-Amartya Sen*

*By*
*Saumitra Rai*


*Neon Noir*
*Theme Introduction*
*By*
*Archit Deshpande*


*Assassin's Creed Series*
*Book Series based on the popular video game, Assassin's Creed*
*By*
*R. Thapasvvin*
"
Mess Rebate Facility,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Thu, 22 Aug 2019 09:45:53 +0530","*SOCIETY FOR STUDENT MESS SERVICES, PILANI*

(Registered Under Rajasthan Societies Act, 1958)

SSMS Office, Vidya Vihar Campus,* BITS Pilani*

____________________________________________________________
________________________________________________

Dear Student,
You are hereby informed that the mess rebate facility can now be availed by
filling in the corresponding form available at the pitstop. Please note
that simply filling in the online LMS form shall not be enough for a rebate
anymore.

Regards,
SSMS Governing Council
"
Notice Extra class 22nd August 2019 room 5104 at 9 PM lecture section 1,"""Prof. Manoj Soni"" <mssoni@pilani.bits-pilani.ac.in>","Wed, 21 Aug 2019 17:43:49 +0530","*BIRLA INSTITUTE OF TECHNOLOGY & SCIENCE, PILANI*

*NOTICE*

*BITS F111 Thermodynamics*
* Lecture section 1*

*EXTRA CLASS *

Date *22nd August 2019 (Thursday) *

*lecture section 1*

Time *9.00 PM*

Room: *5104 *

*Note : Please bring text book/Thermodynamic tables booklet*

Interested students from other sections may also attend.

-- 


*Manoj Kumar Soni, Ph.D., FIE,*Associate Professor, Mechanical Engineering,
Coordinator: B Tech Power Engg, B Tech Process Engg, B Tech  Engg
Design, & Centre
for Renewable Energy and Environment Development (CREED);
[image: http://www.fractalink.com/downloads/color_strip_BITS.jpg]
*Birla Institute of Technology & Science,* Pilani
Pilani Campus
Vidya Vihar,
Pilani 333031, Rajasthan, India
http://www.bits-pilani.ac.in/~mssoni
"
"Ganeshotsav, 2019","""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 30 Aug 2019 16:14:37 +0530","Maharashtra Mandal, BITS, Pilani

Presents

Competitions for Children

in

*Ganeshotsav* 2019

(*2nd - 4th September 2019*)



This is to inform all the faculty members that as a part of
*Ganeshotsav* celebration,
Maharashtra Mandal will be organizing a *Fancy Dress* and *Impromptu Speech*
Competition on 2nd September 2019 (Monday) in the evening 8:30 PM onwards.

The age group for the same will be as follows:



*Fancy Dress:*

Group I:  3 years to 6 years

Group II: 7 years to 10 years



*Impromptu Speech:*

Only One Group: 11-15 years of age

*Fancy Dress Competition*: Parents are requested to register their wards by
sending Name and Class of the kids on Whatsapp Number 8118850291, on, or
before 4 PM on Sunday, September 1, 2019. You will be provided with a
serial number upon registration. Entries will be taken on first come first
basis. First 30 entries will be entertained. If you wish to play some
specific music while your child is performing, kindly bring it along in a
pen drive, half an hour before the program (at 8:30 pm on 2nd September
2019).

*For Impromptu Speech Competition*: Participants will be allowed to choose
one of the contemporary topics from the bowl via Lottery System. They will
be given 1.5-2 minutes to think, organize and precisely 1 (one) minute to
speak. Delivery of content will be allowed only in Hindi or English
language. Winners will be decided based on delivery of the organized
thought content.

Parents can send entries by sending a Whatsapp message on number
8118850291, on, or before 12 PM on Sunday, September 1, 2019. A limited
number of 20 entries will be entertained, on first come, first served basis.

Maharashtra Mandal, BITS, Pilani

Meghana Tare, PhD
Assistant Professor
3277-J, Department of Biological Sciences
Birla Institute of Technology & Science, Pilani
Vidya Vihar
Pilani 333031, Rajasthan, India
+91-1596-515635
"
MCN & Merit Scholarship Details,KESHAV AGARWAL <f20180028@pilani.bits-pilani.ac.in>,"Fri, 30 Aug 2019 14:13:45 +0530","*Hello Freshers,*


I hope you all are enjoying your new college life and doing well in
academics.


Some of you may be aware of the *MERIT Cum Need & Merit Scholarships*.
Since the deadline of MCN is coming nearby, it is advisable to fill the
form and submit the required documents as soon as possible. You don=E2=80=
=99t have
to do anything for Merit Scholarship.


*Procedure for MCN-*

*(i)           *The application should be submitted online along with
parental income proof in the SWD office on or before 5.00 p.m. Wednesday, *=
26th
September 2019*, through the application form available at the SWD internet
website (http://swd.bits-pilani.ac.in/).

*(ii) *         Income certificate(s) of parent(s)/guardian must be
submitted before the deadline, along with the details of the applicant on
the cover sheet available at* the SWD office (21**01)*. The certificate
should indicate the gross income. Income certificates of both parents, if
both are employed, should be submitted along with a photocopy of PAN cards.
Types of certificates that are accepted are the following:

*a) *          If parent(s)/guardian are salaried persons, salary slip or
salary certificate from the employer dated not earlier than 1st of April
2019, should be submitted.

*b)  *         Pensioners should submit a statement from the bank/post
office from where pension is drawn.

*c) *           All others must submit an income certificate from *Tehsilda=
r
/ Mandal Revenue Officer* indicating gross income for the financial year
2018-19 based on the income of the preceding financial year 2018-2019. Copy
of ITR must be submitted.


The CGPA cutoffs for various MCN/Merit slabs along with the number of
students who availed benefit has been compiled for your reference.


*1st semester 2018-19 MCN cut-off-*



*  % of scholarship*



*       Cut-off(CGPA)*



*  No. of Students*

*    80%*

*        8.5*

*      31*

*    40%*

*        7.5*

*      61*

*    25%*

*        6.0*

*     86*

*1st semester 2018-19 Merit cut-off-*



*  % of scholarship*



*     Cut-off(CGPA)*



*   No. of Students*



*    100%*



*          10*



*         15*



*   40%*



*       9.75 *



*      20*

*Keshav Agarwal*
Contact : 8005685304
Personal Email <agarwalkeshav200@gmail.com> | University Email
<f20180028@pilani.bits-pilani.ac.in>
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=
=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=
=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=96=84=E2=
=96=84=E2=96=84=E2=96=84=E2=96=84
*Birla Institute of Technology and Science, Pilani*
Pilani Campus,
Rajasthan-333031, India
"
Ragamalika Freshers'concert,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Fri, 30 Aug 2019 12:31:35 +0530","*Ragamalika*
*The Classical Music and Dance club, BITS Pilani*

Presents

FRESHERS' CONCERT
*A performance by young talent of the club*

*Friday, 30th August*

Suyash Rituraj - Tabla
Sarthak Ade - Tabla
Devansh Shrivastava - Tabla
Mitesh Katariya - Hindustani Vocal
Kartik Subramaniam - Mridangam and Carnatic Vocal
Sashank Krishna - Carnatic Keyboard
Vallabh Chandar - Carnatic Vocal
Devarsh Vats - Hindustani Vocal

Venue: *SAC 8*
Time: *6:00 pm*

*We cordially invite you all*
"
"Sangam Nite ""JALSA 2K19""","""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Thu, 29 Aug 2019 11:42:37 +0530","*SANGAM CULTURAL ASSOCIATION*

presents

 *=E2=80=9C**JALSA 2k19**=E2=80=9D*

(Sangam Nite)

*featuring*

(Dance, Mime, Short plays,

Music ,and much more)



30th August

7:00 PM

Venue- CENTRAL AUDITORIUM



*We request you to kindly grace the occasion with your benign presence.*





Regards

Suvrat Gupta

President

Stuti Narwaria

Vice-President

Sangam Cultural Association
"
Revised Mess Timings,"""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Thu, 29 Aug 2019 09:26:12 +0530","*SOCIETY FOR STUDENT MESS SERVICES, PILANI*

(Registered Under Rajasthan Societies Act, 1958)

SSMS Office, Vidya Vihar Campus,* BITS Pilani*

____________________________________________________________
________________________________________________

This is to inform the GBM that w.e.f. 30th August, 2019 (Friday), mess
timings will be revised as follows:


Breakfast Timings: 7:15AM =E2=80=93 9:30AM

Lunch Timings: 11:30PM =E2=80=93 2:00PM

Dinner Timings: 7:00PM =E2=80=93 8:30PM


Sunday and holiday meal timings will remain unchanged.


Regards,

SSMS Governing Council
"
Student Union Semester-I Cab Services 2019-20,Student Union BITS Pilani <studentunion@pilani.bits-pilani.ac.in>,"Wed, 28 Aug 2019 20:54:26 +0530","*Student Union Semester-I Cab Services 2019-20 (Cabs on ID card throughout
the semester)*

The SU cab services for this semester has been awarded to *Dhruv Travels. *The
rates are as follows:

*S.No.*

*Vehicle(capacity)*

*Rate(AC)(/Per KM)*

*Rate (non AC)(/per km)*

1.

DZire (4+1)

7.50

6.90

2.

Ertiga (6+1)

9.70

8.70

3.

Bolero (6+1)

10.50

9.50

4.

Traveller (12+1)

18.00

16.50

5.

Innova (7+1)

10.30

9.50



*The other terms and conditions are included in the MoU below.*



*The rate of Vehicles for Loharu are as follows:*

*Vehicle*

*Fixed-rate(AC)(For Loharu)*

*Fixed-Rate(Non-AC)(For Loharu)*

Hatchback(4+1)

550

500

SUV(6+1)

650

600



*Name of the company: *Dhruv Travels

*Phone No: *7740832111, 9461770074



Students who wish to hire a cab for traveling can collect the travel form
from the SWD office or their respective Hostel Representative. The same
form is also attached below. The student will then have to call the
*vendor (number
given above)* to arrange for the cab(s). The fare will be calculated as per
the rates given above and the total amount will be split equally among all
the passengers and charged to their *mess bill.*


It is mandatory for the students to ask for a copy of the duly filled
travel form from the supplier having the total amount and signature of all
the parties involved. No discrepancies will be entertained if the student
fails to do so.

-- 

*Regards*
*Student Union 2019-20*
"
"Marudhara Nite "" LEHERIYO 2019""","""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Wed, 28 Aug 2019 15:35:48 +0530"," Marudhara Cultural Association
Presents
*""LEHERIYO 2019""*

The first cultural nite of the year is here.
We request you to kindly grace the occasion with your benign presence.
Do come to witness some amazing performances in Music, dance and drama at
the *Main Audi at 7.30 PM on 29 Aug'19*.
"
"INTERNAL COMPLAINTS COMMITTEE of BITS PILANI, PILANI CAMPUS","""Mail Admin @ Pilani Campus"" <mailadmin@pilani.bits-pilani.ac.in>","Tue, 27 Aug 2019 12:28:48 +0530","BITS Pilani  is committed to maintaining a working and learning environment
free of intimidation, fear, bullying, revenge, retaliation in which
students, faculty, and staff can develop intellectually, professionally,
personally, and socially.

Sexual harassment by University employees, faculty, staff, and students is
illegal conduct and will not be tolerated in BITS Pilani. The Supreme Court
has defined 'sexual harassment' to include



o   Physical contact and advances

o   Demand or request for sexual favors

o   Sexually colored remarks

o   Display of pornography

o   Any other unwelcome physical, verbal or non-verbal conduct of a sexual
nature directly or by implication.

  The Internal Complaints Committee (ICC) of  BITS PIlani, Pilani campus
with following members works  with an aim to  provide for the effective
enforcement of the basic human right of gender equality and guarantee
against sexual harassment and abuse.



*Name*

*Affiliation*

*Phone No.*

*E-mail id*

*Prof. Surekha Bhanot*

*  Presiding officer*

*EEE Deptt*

*9694096461*

*surekha@pilani.bits-pilani.ac.in <surekha@pilani.bits-pilani.ac.in>*

* Dr. Meghana Tare, *

*Faculty Member    *

* Biological Sciences Deptt*

*8118850291*

* meghana.tare@pilani.bits-pilani.ac.in
<meghana.tare@pilani.bits-pilani.ac.in>*

* Dr. Shibani Jha,*

* Faculty Member*

*Civil Engg Dept.*

*9845936105*

*shibani@pilani.bits-pilani.ac.in <shibani@pilani.bits-pilani.ac.in>*

*Ms** Neelam Bhatia,*

*Non-Teaching Staff Member*

*Admissions office*

*9950676006*

*neelam.bits@pilani.bits-pilani.ac.in
<neelam.bits@pilani.bits-pilani.ac.in>*

*Mr. N Sreekanth Reddy , **Non-Teaching Staff Member*

*Head, HR*

*9010821821*

*Sreekanthreddy.n@hyderabad.bits-pilani.ac.in
<Sreekanthreddy.n@hyderabad.bits-pilani.ac.in>*

*Dr. M. Kasturi, Member*

*Principal, Birla Balika Vidyapeeth*

*01596-242124(o)/*

*242548(r)*

*principalbbv@gmail.com <principalbbv@gmail.com> *

*Ms Vidushi Asati*



*Student Member (Research Scholar)*

*9649176847*

*vidushi.asati@pilani.bits-pilani.ac.in
<vidushi.asati@pilani.bits-pilani.ac.in>*

*Ms Sakshi Gupta*

*Student Member*



*(First Degree) *

*77269963333*

*f20171107@pilani.bits-pilani.ac.in <f20171107@pilani.bits-pilani.ac.in>*

*Mr. G Adityan*

*Student Member*

*(First Degree)*

*7597636328*

*f20160929@pilani.bits-pilani.ac.in <f20160929@pilani.bits-pilani.ac.in>*



*Where, whom and how to lodge a complaint?*

If you are a victim of sexual harassment or perceive yourself to be,
immediately contact (personally or through telephone / written request /
e-mail) any of the committee members of the ICC. *Complaints can be made by
the person facing harassment or even by a third party.*

ICC shall ensure that the complaint is kept totally confidential, and
adequate protection is provided to the complainant, where necessary.
Complaints shall be heard expeditiously while adhering to the principle of
Natural Justice. Necessary recommendations will be made to the competent
authority on the basis of the findings of the inquiry.

The ICC shall comply with the procedure prescribed in the UGC (Prevention,
Prohibition and Redressal of Sexual Harassment of Women Employees and
Students in Higher Educational Institutions) Regulations, 2015 in dealing
with the complaint

*Prof. Surekha Bhanot*
"
